"Taxon","Transect","Planar","Site","Rugosity","Urchin","Micro","PF","Depth","year","value","Code","genus","morphology","class","kg_m2_yr"
"Orbicella annularis",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,20.89552239,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,17.91044776,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,22.3880597,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,11.94029851,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,32.8358209,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,34.32835821,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,20.89552239,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,49.25373134,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,68.65671642,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,85.07462687,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,79.10447761,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,35.82089552,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,5.970149254,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,14.92537313,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,44.7761194,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,53.73134328,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,52.23880597,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,29.85074627,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,22.3880597,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,23.88059701,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,46.26865672,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,64.17910448,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,59.70149254,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,28.35820896,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,47.76119403,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,38.80597015,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,7.462686567,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,4.47761194,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,43.28358209,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,59.70149254,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,58.20895522,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,56.71641791,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,17.91044776,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,31.34328358,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,41.79104478,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,28.35820896,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,28.35820896,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,13.43283582,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,47.76119403,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,16.41791045,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,35.82089552,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,16.41791045,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,14.92537313,"ORA","Orbicella","massive","HC",16.67335
"Orbicella annularis",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,37.31343284,"ORA","Orbicella","massive","HC",16.67335
"Orbicella faveolata",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,7.462686567,"ORF","Orbicella","massive","HC",12.03188
"Orbicella faveolata",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,7.462686567,"ORF","Orbicella","massive","HC",12.03188
"Orbicella faveolata",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,4.47761194,"ORF","Orbicella","massive","HC",12.03188
"Orbicella faveolata",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,7.462686567,"ORF","Orbicella","massive","HC",12.03188
"Orbicella franksi",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,73.13432836,"ORFR","Orbicella","massive","HC",9.0636
"Orbicella franksi",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,1.492537313,"ORFR","Orbicella","massive","HC",9.0636
"Orbicella franksi",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,14.92537313,"ORFR","Orbicella","massive","HC",9.0636
"Orbicella franksi",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,13.43283582,"ORFR","Orbicella","massive","HC",9.0636
"Orbicella franksi",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,28.35820896,"ORFR","Orbicella","massive","HC",9.0636
"Orbicella franksi",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,17.91044776,"ORFR","Orbicella","massive","HC",9.0636
"Other calcareous encrusters",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,5.970149254,"OCE","Other","CCA","SCP",0.1808
"Other calcareous encrusters",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,2.985074627,"OCE","Other","CCA","SCP",0.1808
"Other calcareous encrusters",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,4.47761194,"OCE","Other","CCA","SCP",0.1808
"Other calcareous encrusters",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,4.47761194,"OCE","Other","CCA","SCP",0.1808
"Peysonellid algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,1.492537313,"PEY","Peysonellid","CCA","SCP",0.1808
"Porites astreoides",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,7.462686567,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,10.44776119,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,5.970149254,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,1.492537313,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,7.462686567,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,2.985074627,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,7.462686567,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,10.44776119,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,11.94029851,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,8.955223881,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,16.41791045,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,7.462686567,"POA","Porites","submassive","HC",6.3221
"Porites astreoides",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,5.970149254,"POA","Porites","submassive","HC",6.3221
"Porites divaricata",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,19.40298507,"POD","Porites","branching","HC",37.882125
"Porites divaricata",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,5.970149254,"POD","Porites","branching","HC",37.882125
"Porites porites",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,1.492537313,"POP","Porites","branching","HC",42.48
"Porites porites",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,1.492537313,"POP","Porites","branching","HC",42.48
"Porites porites",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,11.94029851,"POP","Porites","branching","HC",42.48
"Porites porites",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,7.462686567,"POP","Porites","branching","HC",42.48
"Porites porites",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,2.985074627,"POP","Porites","branching","HC",42.48
"Porites porites",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,4.47761194,"POP","Porites","branching","HC",42.48
"Porites porites",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,8.955223881,"POP","Porites","branching","HC",42.48
"Porites porites",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,7.462686567,"POP","Porites","branching","HC",42.48
"Porites porites",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,23.88059701,"POP","Porites","branching","HC",42.48
"Porites porites",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,13.43283582,"POP","Porites","branching","HC",42.48
"Porites porites",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,19.40298507,"POP","Porites","branching","HC",42.48
"Porites porites",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,8.955223881,"POP","Porites","branching","HC",42.48
"Porites porites",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,10.44776119,"POP","Porites","branching","HC",42.48
"Porites porites",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,26.86567164,"POP","Porites","branching","HC",42.48
"Rubble",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,22.3880597,"RB","Rubble",NA,"RRS",0
"Rubble",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,14.92537313,"RB","Rubble",NA,"RRS",0
"Rubble",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,1.492537313,"RB","Rubble",NA,"RRS",0
"Rubble",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,61.19402985,"RB","Rubble",NA,"RRS",0
"Rubble",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,20.89552239,"RB","Rubble",NA,"RRS",0
"Rubble",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,5.970149254,"RB","Rubble",NA,"RRS",0
"Rubble",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,34.32835821,"RB","Rubble",NA,"RRS",0
"Rubble",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,26.86567164,"RB","Rubble",NA,"RRS",0
"Rubble",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,5.970149254,"RB","Rubble",NA,"RRS",0
"Rubble",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,2.985074627,"RB","Rubble",NA,"RRS",0
"Rubble",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,7.462686567,"RB","Rubble",NA,"RRS",0
"Sand",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,2.985074627,"SD","Sand",NA,"S",0
"Sand",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,77.6119403,"SD","Sand",NA,"S",0
"Sand",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,8.955223881,"SD","Sand",NA,"S",0
"Sand",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,11.94029851,"SD","Sand",NA,"S",0
"Sand",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,22.3880597,"SD","Sand",NA,"S",0
"Sand",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,41.79104478,"SD","Sand",NA,"S",0
"Sand",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,14.92537313,"SD","Sand",NA,"S",0
"Sand",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,31.34328358,"SD","Sand",NA,"S",0
"Sand",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,4.47761194,"SD","Sand",NA,"S",0
"Sand",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,4.47761194,"SD","Sand",NA,"S",0
"Sand",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,23.88059701,"SD","Sand",NA,"S",0
"Sand",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,22.3880597,"SD","Sand",NA,"S",0
"Sand",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,8.955223881,"SD","Sand",NA,"S",0
"Sand",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,20.89552239,"SD","Sand",NA,"S",0
"Sand",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,10.44776119,"SD","Sand",NA,"S",0
"Sand",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,43.28358209,"SD","Sand",NA,"S",0
"Sand",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,10.44776119,"SD","Sand",NA,"S",0
"Sand",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,1e-05,"SD","Sand",NA,"S",0
"Sand",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,1e-05,"SD","Sand",NA,"S",0
"Sand",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,22.3880597,"SD","Sand",NA,"S",0
"Sand",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,19.40298507,"SD","Sand",NA,"S",0
"Sand",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,11.94029851,"SD","Sand",NA,"S",0
"Siderastrea siderea",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,5.970149254,"SIS","Siderastrea","massive","HC",8.528
"Soft Coral",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,5.970149254,"SOC","Soft",NA,"OCT",0
"Soft Coral",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,5.970149254,"SOC","Soft",NA,"OCT",0
"Soft Coral",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,5.970149254,"SOC","Soft",NA,"OCT",0
"Soft Coral",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,8.955223881,"SOC","Soft",NA,"OCT",0
"Soft Coral",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,4.47761194,"SOC","Soft",NA,"OCT",0
"Soft Coral",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,2.985074627,"SOC","Soft",NA,"OCT",0
"Soft Coral",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,2.985074627,"SOC","Soft",NA,"OCT",0
"Soft Coral",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,5.970149254,"SOC","Soft",NA,"OCT",0
"Sponge",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,16.41791045,"SP","Sponge",NA,"OTH",0
"Sponge",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,8.955223881,"SP","Sponge",NA,"OTH",0
"Sponge",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,11.94029851,"SP","Sponge",NA,"OTH",0
"Sponge",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,10.44776119,"SP","Sponge",NA,"OTH",0
"Sponge",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,2.985074627,"SP","Sponge",NA,"OTH",0
"Sponge",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,4.47761194,"SP","Sponge",NA,"OTH",0
"Sponge",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,5.970149254,"SP","Sponge",NA,"OTH",0
"Sponge",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,25.37313433,"SP","Sponge",NA,"OTH",0
"Sponge",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,19.40298507,"SP","Sponge",NA,"OTH",0
"Sponge",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,7.462686567,"SP","Sponge",NA,"OTH",0
"Sponge",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,2.985074627,"SP","Sponge",NA,"OTH",0
"Sponge",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,7.462686567,"SP","Sponge",NA,"OTH",0
"Sponge",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,7.462686567,"SP","Sponge",NA,"OTH",0
"Sponge",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,2.985074627,"SP","Sponge",NA,"OTH",0
"Sponge",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,7.462686567,"SP","Sponge",NA,"OTH",0
"Sponge",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,2.985074627,"SP","Sponge",NA,"OTH",0
"Sponge",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,4.47761194,"SP","Sponge",NA,"OTH",0
"Sponge",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,11.94029851,"SP","Sponge",NA,"OTH",0
"Sponge",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,25.37313433,"SP","Sponge",NA,"OTH",0
"Sponge",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,2.985074627,"SP","Sponge",NA,"OTH",0
"Sponge",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,10.44776119,"SP","Sponge",NA,"OTH",0
"Sponge",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,5.970149254,"SP","Sponge",NA,"OTH",0
"Sponge",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,14.92537313,"SP","Sponge",NA,"OTH",0
"Sponge",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,8.955223881,"SP","Sponge",NA,"OTH",0
"Sponge",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,14.92537313,"SP","Sponge",NA,"OTH",0
"Sponge",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,4.47761194,"SP","Sponge",NA,"OTH",0
"Sponge",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,28.35820896,"SP","Sponge",NA,"OTH",0
"Sponge",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,4.47761194,"SP","Sponge",NA,"OTH",0
"Sponge",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,8.955223881,"SP","Sponge",NA,"OTH",0
"Sponge",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,11.94029851,"SP","Sponge",NA,"OTH",0
"Sponge",5,10.95,"STT",1.4,1.694,0.18,0.335,"deeper",2017,11.94029851,"SP","Sponge",NA,"OTH",0
"Sponge",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,10.44776119,"SP","Sponge",NA,"OTH",0
"Sponge",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,8.955223881,"SP","Sponge",NA,"OTH",0
"Sponge",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,8.955223881,"SP","Sponge",NA,"OTH",0
"Sponge",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,1.492537313,"SP","Sponge",NA,"OTH",0
"Sponge",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,1.492537313,"SP","Sponge",NA,"OTH",0
"Sponge",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,1.492537313,"SP","Sponge",NA,"OTH",0
"Sponge",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,10.44776119,"SP","Sponge",NA,"OTH",0
"Sponge",6,10.5,"STT",1.33,1.257,0.225,0.335,"deeper",2017,5.970149254,"SP","Sponge",NA,"OTH",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,23.88059701,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,11.94029851,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,37.31343284,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,74.62686567,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,59.70149254,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,67.1641791,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,4.47761194,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,35.82089552,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,5.970149254,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,10.44776119,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,26.86567164,"TF","Turf",NA,"TF",0
"Turf algae",1,10.1,"STT",1.51,1.626,0.196,0.335,"deeper",2017,26.86567164,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,61.19402985,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,67.1641791,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,28.35820896,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,2.985074627,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,2.985074627,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,16.41791045,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,11.94029851,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,19.40298507,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,13.43283582,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,19.40298507,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,46.26865672,"TF","Turf",NA,"TF",0
"Turf algae",2,10.45,"STT",1.44,0.619,0.223,0.335,"deeper",2017,35.82089552,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,50.74626866,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,37.31343284,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,34.32835821,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,4.47761194,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,23.88059701,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,11.94029851,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,14.92537313,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,16.41791045,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,20.89552239,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,5.970149254,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,11.94029851,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,41.79104478,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,13.43283582,"TF","Turf",NA,"TF",0
"Turf algae",3,10.85,"STT",1.4,1.323,0.214,0.335,"deeper",2017,26.86567164,"TF","Turf",NA,"TF",0
"Turf algae",4,10.15,"STT",1.5,1.829,0.219,0.335,"deeper",2017,50.74626866,"TF","Turf",NA,"TF",0
