"Code","Site","Rugosity","value","Transect","Planar","Urchin","Micro","PF","Depth","year","Taxon","genus","morphology","class","kg_m2_yr"
"SIS","Saint Croix",1.16,8.955223881,6,10.12,0.003,0.279,0.781,"deep",2022,"Siderastrea siderea","Siderastrea","massive","HC",8.528
"SIS","Saint Croix",1.16,10.44776119,6,10.12,0.003,0.279,0.781,"deep",2022,"Siderastrea siderea","Siderastrea","massive","HC",8.528
"SIS","Saint Croix",1.52,8.955223881,5,10,0,0.354,0.781,"deep",2022,"Siderastrea siderea","Siderastrea","massive","HC",8.528
"SIS","Saint Croix",1.11,1.49,4,9.93,0,0.266,0.781,"deep",2022,"Siderastrea siderea","Siderastrea","massive","HC",8.528
"SIS","Saint Croix",1.11,1.49,4,9.93,0,0.266,0.781,"deep",2022,"Siderastrea siderea","Siderastrea","massive","HC",8.528
"SIS","Saint Croix",1.32,2.99,3,10.23,0,0.291,0.781,"deep",2022,"Siderastrea siderea","Siderastrea","massive","HC",8.528
"SIS","Saint Croix",1.32,10.45,3,10.23,0,0.291,0.781,"deep",2022,"Siderastrea siderea","Siderastrea","massive","HC",8.528
"SIS","Saint Croix",1.11,1.49,4,9.93,0,0.266,0.781,"deep",2022,"Siderastrea siderea","Siderastrea","massive","HC",8.528
"SIS","Saint Croix",1.11,8.96,4,9.93,0,0.266,0.781,"deep",2022,"Siderastrea siderea","Siderastrea","massive","HC",8.528
"SOC","Saint Croix",1.11,2.99,4,9.93,0,0.266,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SOC","Saint Croix",1.29,13.43283582,2,10.5,0.002,0.272,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SOC","Saint Croix",1.52,1.492537313,5,10,0,0.354,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SOC","Saint Croix",1.16,5.970149254,6,10.12,0.003,0.279,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SOC","Saint Croix",1.34,5.97,1,10.07,0,0.321,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SOC","Saint Croix",1.52,8.955223881,5,10,0,0.354,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SOC","Saint Croix",1.34,8.96,1,10.07,0,0.321,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SOC","Saint Croix",1.34,2.99,1,10.07,0,0.321,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SOC","Saint Croix",1.16,2.985074627,6,10.12,0.003,0.279,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SOC","Saint Croix",1.32,7.46,3,10.23,0,0.291,0.781,"deep",2022,"Soft Coral","Soft",NA,"OCT",0
"SP","Saint Croix",1.34,8.96,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,7.46,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,4.48,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,20.9,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.16,41.79104478,6,10.12,0.003,0.279,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,5.970149254,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.32,11.94,3,10.23,0,0.291,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.11,2.99,4,9.93,0,0.266,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,16.41791045,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,4.48,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,5.97,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.11,5.97,4,9.93,0,0.266,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,4.47761194,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,85.07462687,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.11,5.97,4,9.93,0,0.266,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,5.97,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,8.96,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,1.49,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.32,10.45,3,10.23,0,0.291,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,31.34,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,4.47761194,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,32.8358209,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.29,19.40298507,2,10.5,0.002,0.272,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.29,1.492537313,2,10.5,0.002,0.272,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,11.94029851,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,23.88,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.11,1.49,4,9.93,0,0.266,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,50.74626866,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,5.970149254,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.32,5.97,3,10.23,0,0.291,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,5.97,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.16,8.955223881,6,10.12,0.003,0.279,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.29,2.985074627,2,10.5,0.002,0.272,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.29,2.985074627,2,10.5,0.002,0.272,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.32,8.96,3,10.23,0,0.291,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,5.970149254,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.32,13.43,3,10.23,0,0.291,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.16,7.462686567,6,10.12,0.003,0.279,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,23.88059701,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.11,5.97,4,9.93,0,0.266,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,1.49,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.16,10.44776119,6,10.12,0.003,0.279,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,5.970149254,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.16,52.23880597,6,10.12,0.003,0.279,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.29,37.31343284,2,10.5,0.002,0.272,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,5.970149254,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.52,8.955223881,5,10,0,0.354,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Saint Croix",1.34,13.43,1,10.07,0,0.321,0.781,"deep",2022,"Sponge","Sponge",NA,"OTH",0
"STI","Saint Croix",1.52,7.462686567,5,10,0,0.354,0.781,"deep",2022,"Stephanocoenia intersepta","Stephanocoenia","submassive","HC",8.74016
"STI","Saint Croix",1.52,13.43283582,5,10,0,0.354,0.781,"deep",2022,"Stephanocoenia intersepta","Stephanocoenia","submassive","HC",8.74016
"TF","Saint Croix",1.34,10.45,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,37.31,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,38.80597015,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,52.24,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,86.57,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,64.17910448,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,59.7,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,25.37,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,67.1641791,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,67.16,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,46.27,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,55.22,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,83.58,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,49.25373134,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,53.73134328,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,32.8358209,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,82.09,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,68.66,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,65.67164179,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,86.57,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,55.22,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,65.67164179,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,43.28,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,94.03,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,70.15,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,41.79,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,71.64,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,59.70149254,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,38.81,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,70.15,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,86.56716418,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,64.17910448,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,68.65671642,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,100,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,100,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,17.91044776,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,70.14925373,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,49.25373134,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,82.09,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,85.07,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,89.55,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,55.2238806,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,61.19,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,43.28358209,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,41.79,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,82.08955224,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,89.55223881,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,100,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,76.11940299,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,80.59701493,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,32.84,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,94.02985075,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,62.68656716,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,85.07462687,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,74.63,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,55.2238806,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,80.6,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,77.6119403,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,52.23880597,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,68.65671642,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,92.54,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,19.40298507,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,86.56716418,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,61.19402985,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,10.44776119,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,91.04,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.52,86.56716418,5,10,0,0.354,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,95.52238806,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.29,65.67164179,2,10.5,0.002,0.272,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,76.11940299,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,82.09,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,8.955223881,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.32,56.72,3,10.23,0,0.291,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,56.71641791,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,100,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.11,64.18,4,9.93,0,0.266,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.34,44.78,1,10.07,0,0.321,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
"TF","Saint Croix",1.16,50.74626866,6,10.12,0.003,0.279,0.781,"deep",2022,"Turf algae","Turf",NA,"TF",0
